Player,Team,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Opponent
Taskin Ahmed ,Bangladesh,4,4,13.5,0,141,3,1/24,47.00,10.19,27.6,0,0,New Zealand
Taskin Ahmed ,Bangladesh,2,2,7.0,0,64,3,2/18,21.33,9.14,14.0,0,0,South Africa
M Theekshana ,Sri Lanka,4,4,16.0,0,97,3,1/22,32.33,6.06,32.0,0,0,New Zealand
M Theekshana ,Sri Lanka,2,2,8.0,0,46,3,2/21,15.33,5.75,16.0,0,0,Pakistan
O Thomas ,West Indies,3,2,7.0,0,67,3,2/23,22.33,9.57,14.0,0,0,New Zealand
RJW Topley ,England,3,3,9.0,0,80,3,2/36,26.66,8.88,18.0,0,0,Australia
AJ Tye ,Australia,1,1,4.0,0,37,3,3/37,12.33,9.25,8.0,0,0,West Indies
I Udana ,Sri Lanka,3,3,12.0,0,110,3,1/25,36.66,9.16,24.0,0,0,England
Washington Sundar ,India,4,4,16.0,0,99,3,2/15,33.00,6.18,32.0,0,0,Bangladesh
Washington Sundar ,India,3,2,8.0,0,66,3,2/37,22.00,8.25,16.0,0,0,Sri Lanka
DJ Willey ,England,1,1,4.0,1,25,3,3/25,8.33,6.25,8.0,0,0,South Africa
DJ Willey ,England,2,2,8.0,0,44,3,3/27,14.66,5.50,16.0,0,0,Sri Lanka
KOK Williams ,West Indies,3,3,11.4,0,127,3,2/30,42.33,10.88,23.3,0,0,India
LB Williams ,South Africa,2,2,7.0,0,78,3,2/46,26.00,11.14,14.0,0,0,India
CR Woakes ,England,4,4,12.3,0,72,3,1/9,24.00,5.76,25.0,0,0,Sri Lanka
L Wood ,England,2,2,8.0,0,73,3,3/24,24.33,9.12,16.0,0,0,Pakistan
MA Wood ,England,1,1,3.0,0,9,3,3/9,3.00,3.00,6.0,0,0,West Indies
Zahid Mahmood ,Pakistan,1,1,4.0,0,40,3,3/40,13.33,10.00,8.0,0,0,South Africa
SA Abbott ,Australia,6,6,15.5,0,199,2,1/43,99.50,12.56,47.5,0,0,India
KK Ahmed ,India,3,3,12.0,0,108,2,1/37,54.00,9.00,36.0,0,0,Bangladesh
Rehan Ahmed ,England,1,1,4.0,0,27,2,2/27,13.50,6.75,12.0,0,0,New Zealand
FA Allen ,West Indies,3,3,5.5,0,46,2,1/18,23.00,7.88,17.5,0,0,India
FA Allen ,West Indies,4,3,10.0,0,76,2,2/18,38.00,7.60,30.0,0,0,South Africa
JC Archer ,England,1,1,4.0,0,29,2,2/29,14.50,7.25,12.0,0,0,Pakistan
JC Archer ,England,3,3,12.0,0,90,2,1/18,45.00,7.50,36.0,0,0,South Africa
Arshdeep Singh ,India,2,2,5.3,1,33,2,2/18,16.50,6.00,16.5,0,0,England
Avesh Khan ,India,3,3,12.0,0,109,2,1/33,54.50,9.08,36.0,0,0,Australia
Avesh Khan ,India,1,1,4.0,1,23,2,2/23,11.50,5.75,12.0,0,0,Sri Lanka
XC Bartlett ,Australia,1,1,4.0,0,37,2,2/37,18.50,9.25,12.0,0,0,West Indies
JP Behrendorff ,Australia,1,1,4.0,0,25,2,2/25,12.50,6.25,12.0,0,0,South Africa
TA Boult ,New Zealand,2,2,8.0,0,47,2,2/25,23.50,5.87,24.0,0,0,Bangladesh
TA Boult ,New Zealand,4,4,15.0,0,150,2,2/35,75.00,10.00,45.0,0,0,England
DJ Bravo ,West Indies,4,4,12.0,0,98,2,1/17,49.00,8.16,36.0,0,0,Australia
DJ Bravo ,West Indies,4,1,4.0,0,24,2,2/24,12.00,6.00,12.0,0,0,Pakistan
JJ Bumrah ,India,1,1,3.0,1,10,2,2/10,5.00,3.33,9.0,0,0,England
DL Chahar ,India,1,1,3.0,0,24,2,2/24,12.00,8.00,9.0,0,0,Sri Lanka
RD Chahar ,India,2,2,7.0,0,68,2,2/35,34.00,9.71,21.0,0,0,England
RL Chase ,West Indies,2,2,5.2,0,36,2,2/19,18.00,6.75,16.0,0,0,Australia
DT Christian ,Australia,3,2,6.0,0,26,2,2/17,13.00,4.33,18.0,0,0,Bangladesh
SS Cottrell ,West Indies,3,3,7.0,0,84,2,2/31,42.00,12.00,21.0,0,0,South Africa
SS Cottrell ,West Indies,2,2,6.1,0,43,2,1/14,21.50,6.97,18.5,0,0,Sri Lanka
PJ Cummins ,Australia,3,3,10.0,0,110,2,1/23,55.00,11.00,30.0,0,0,India
PJ Cummins ,Australia,4,4,15.0,0,135,2,1/19,67.50,9.00,45.0,0,0,New Zealand
PJ Cummins ,Australia,3,3,11.0,0,64,2,1/19,32.00,5.81,33.0,0,0,Pakistan
SM Curran ,England,8,8,19.0,1,164,2,1/16,82.00,8.63,57.0,0,0,India
CJ Dala ,South Africa,1,1,3.0,0,29,2,2/29,14.50,9.66,9.0,0,0,Sri Lanka
A Dananjaya ,Sri Lanka,3,3,11.0,0,80,2,2/29,40.00,7.27,33.0,0,0,India
A Dananjaya ,Sri Lanka,4,4,15.0,0,129,2,1/28,64.50,8.60,45.0,0,0,South Africa
DM de Silva ,Sri Lanka,2,1,4.0,0,24,2,2/24,12.00,6.00,12.0,0,0,England
DC Drakes ,West Indies,3,3,11.0,0,114,2,1/37,57.00,10.36,33.0,0,0,Pakistan
S Dube ,India,5,5,9.0,0,102,2,1/16,51.00,11.33,27.0,0,0,New Zealand
Ebadot Hossain ,Bangladesh,1,1,4.0,0,40,2,2/40,20.00,10.00,12.0,0,0,New Zealand
FH Edwards ,West Indies,2,2,5.0,0,40,2,2/19,20.00,8.00,15.0,0,0,South Africa
NT Ellis ,Australia,2,2,5.0,0,27,2,2/16,13.50,5.40,15.0,0,0,New Zealand
B Fernando ,Sri Lanka,2,2,4.5,0,17,2,2/12,8.50,3.51,14.5,0,0,Australia
B Fernando ,Sri Lanka,2,2,7.0,0,43,2,1/17,21.50,6.14,21.0,0,0,England
B Fernando ,Sri Lanka,1,1,2.0,0,24,2,2/24,12.00,12.00,6.0,0,0,West Indies
BC Fortuin ,South Africa,2,2,6.0,0,61,2,2/36,30.50,10.16,18.0,0,0,Australia
CH Gayle ,West Indies,6,4,5.2,0,26,2,1/1,13.00,4.87,16.0,0,0,Australia
C Green ,Australia,1,1,3.0,0,16,2,2/16,8.00,5.33,9.0,0,0,Pakistan
C Green ,Australia,2,2,6.0,0,51,2,1/16,25.50,8.50,18.0,0,0,West Indies
Hasan Ali ,Pakistan,2,2,7.4,0,70,2,1/28,35.00,9.13,23.0,0,0,England
Hasan Ali ,Pakistan,1,1,4.0,0,44,2,2/44,22.00,11.00,12.0,0,0,India
PW Hasaranga ,Sri Lanka,2,2,7.0,0,70,2,2/41,35.00,10.00,21.0,0,0,Bangladesh
JR Hazlewood ,Australia,4,4,13.0,0,116,2,1/23,58.00,8.92,39.0,0,0,England
JR Hazlewood ,Australia,1,1,4.0,1,19,2,2/19,9.50,4.75,12.0,0,0,South Africa
BE Hendricks ,South Africa,3,3,10.0,0,134,2,2/33,67.00,13.40,30.0,0,0,England
BE Hendricks ,South Africa,1,1,4.0,0,14,2,2/14,7.00,3.50,12.0,0,0,India
MJ Henry ,New Zealand,2,2,8.0,0,52,2,1/21,26.00,6.50,24.0,0,0,England
AJ Hosein ,West Indies,6,6,19.0,0,182,2,1/29,91.00,9.57,57.0,0,0,Australia
AJ Hosein ,West Indies,1,1,4.0,0,28,2,2/28,14.00,7.00,12.0,0,0,New Zealand
AJ Hosein ,West Indies,6,3,12.0,0,65,2,1/16,32.50,5.41,36.0,0,0,Pakistan
AJ Hosein ,West Indies,4,4,10.0,0,112,2,1/27,56.00,11.20,30.0,0,0,South Africa
Iftikhar Ahmed ,Pakistan,10,6,16.5,0,124,2,1/7,62.00,7.36,50.5,0,0,England
Imad Wasim ,Pakistan,3,3,12.0,0,69,2,1/18,34.50,5.75,36.0,0,0,Sri Lanka
VR Iyer ,India,3,1,3.0,0,36,2,2/36,18.00,12.00,9.0,0,0,Sri Lanka
VR Iyer ,India,3,2,3.1,0,27,2,2/23,13.50,8.52,9.5,0,0,West Indies
RA Jadeja ,India,3,2,8.0,0,65,2,1/28,32.50,8.12,24.0,0,0,Sri Lanka
KA Jamieson ,New Zealand,2,2,7.0,0,41,2,2/15,20.50,5.85,21.0,0,0,West Indies
M Jansen ,South Africa,2,2,7.0,0,77,2,1/38,38.50,11.00,21.0,0,0,India
P Jayawickrama ,Sri Lanka,2,2,8.0,0,72,2,1/29,36.00,9.00,24.0,0,0,Australia
SH Johnson ,Australia,2,2,7.3,0,62,2,2/33,31.00,8.26,22.5,0,0,South Africa
C Karunaratne ,Sri Lanka,1,1,4.0,0,43,2,2/43,21.50,10.75,12.0,0,0,West Indies
Kuldeep Yadav ,India,3,3,9.0,0,49,2,1/17,24.50,5.44,27.0,0,0,New Zealand
CBRLS Kumara ,Sri Lanka,2,2,7.4,0,68,2,2/24,34.00,8.86,23.0,0,0,England
CBRLS Kumara ,Sri Lanka,1,1,4.0,0,24,2,2/24,12.00,6.00,12.0,0,0,Pakistan
GF Linde ,South Africa,3,3,12.0,0,73,2,2/20,36.50,6.08,36.0,0,0,England
BG Lister ,New Zealand,3,3,9.5,0,82,2,2/30,41.00,8.33,29.5,0,0,Pakistan
LS Livingstone ,England,1,1,3.0,0,15,2,2/15,7.50,5.00,9.0,0,0,Bangladesh
KA Maharaj ,South Africa,1,1,4.0,0,24,2,2/24,12.00,6.00,12.0,0,0,West Indies
Mahedi Hasan ,Bangladesh,4,4,13.2,0,129,2,1/30,64.50,9.67,40.0,0,0,Sri Lanka
SL Malinga ,Sri Lanka,3,3,11.0,0,82,2,1/22,41.00,7.45,33.0,0,0,Australia
MR Marsh ,Australia,9,3,7.0,0,50,2,1/18,25.00,7.14,21.0,0,0,New Zealand
AD Mathews ,Sri Lanka,2,2,5.2,0,39,2,2/17,19.50,7.31,16.0,0,0,Bangladesh
GJ Maxwell ,Australia,6,4,8.0,0,57,2,2/14,28.50,7.12,24.0,0,0,England
GJ Maxwell ,Australia,10,5,10.0,0,98,2,2/14,49.00,9.80,30.0,0,0,New Zealand
TS Mills ,England,1,1,4.0,0,45,2,2/45,22.50,11.25,12.0,0,0,Australia
DJ Mitchell ,New Zealand,11,2,1.4,0,17,2,1/6,8.50,10.20,5.0,0,0,India
Mohammad Hafeez ,Pakistan,4,4,7.0,1,41,2,1/6,20.50,5.85,21.0,0,0,West Indies
Mohammad Hasnain ,Pakistan,3,3,12.0,0,94,2,2/20,47.00,7.83,36.0,0,0,Bangladesh
Mohammad Wasim ,Pakistan,1,1,4.0,0,30,2,2/30,15.00,7.50,12.0,0,0,Australia
Mohammed Shami ,India,4,4,13.0,0,118,2,2/32,59.00,9.07,39.0,0,0,New Zealand
Mohammed Shami ,India,1,1,4.0,0,25,2,2/25,12.50,6.25,12.0,0,0,West Indies
PWA Mulder ,South Africa,1,1,4.0,0,31,2,2/31,15.50,7.75,12.0,0,0,West Indies
Mustafizur Rahman ,Bangladesh,4,4,15.0,0,138,2,1/32,69.00,9.20,45.0,0,0,Sri Lanka
Mustafizur Rahman ,Bangladesh,4,3,10.0,0,107,2,2/43,53.50,10.70,30.0,0,0,West Indies
SP Narine ,West Indies,3,3,12.0,0,71,2,2/14,35.50,5.91,36.0,0,0,India
Naseem Shah ,Pakistan,2,2,7.0,0,42,2,2/27,21.00,6.00,21.0,0,0,Bangladesh
Naseem Shah ,Pakistan,4,4,15.1,0,116,2,2/38,58.00,7.64,45.5,0,0,New Zealand
Nasum Ahmed ,Bangladesh,3,3,8.0,0,70,2,1/26,35.00,8.75,24.0,0,0,England
Nasum Ahmed ,Bangladesh,3,3,12.0,0,56,2,1/14,28.00,4.66,36.0,0,0,Pakistan
Nasum Ahmed ,Bangladesh,1,1,2.5,0,29,2,2/29,14.50,10.23,8.5,0,0,Sri Lanka
Nasum Ahmed ,Bangladesh,2,1,4.0,0,44,2,2/44,22.00,11.00,12.0,0,0,West Indies
JDS Neesham ,New Zealand,7,4,7.0,0,94,2,2/10,47.00,13.42,21.0,0,0,Australia
HH Pandya ,India,1,1,3.0,0,28,2,2/28,14.00,9.33,9.0,0,0,Bangladesh
WD Parnell ,South Africa,3,3,9.3,0,111,2,2/43,55.50,11.68,28.5,0,0,West Indies
GD Phillips ,New Zealand,8,4,6.3,0,44,2,1/11,22.00,6.76,19.5,0,0,Bangladesh
LE Plunkett ,England,1,1,2.5,0,8,2,2/8,4.00,2.82,8.5,0,0,West Indies
KA Pollard ,West Indies,9,4,6.0,0,86,2,1/10,43.00,14.33,18.0,0,0,India
KA Pollard ,West Indies,3,2,4.2,0,49,2,1/16,24.50,11.30,13.0,0,0,New Zealand
R Powell ,West Indies,3,1,4.0,0,31,2,2/31,15.50,7.75,12.0,0,0,Sri Lanka
D Pretorius ,South Africa,3,3,11.4,0,97,2,1/29,48.50,8.31,35.0,0,0,Australia
AU Rashid ,England,4,4,15.0,0,111,2,1/23,55.50,7.40,45.0,0,0,Bangladesh
Ravi Bishnoi ,India,1,1,4.0,0,30,2,2/30,15.00,7.50,12.0,0,0,England
KW Richardson ,Australia,3,3,9.0,0,58,2,2/21,29.00,6.44,27.0,0,0,South Africa
NA Saini ,India,2,2,8.0,0,52,2,2/23,26.00,6.50,24.0,0,0,New Zealand
Shadab Khan ,Pakistan,1,1,2.0,0,16,2,2/16,8.00,8.00,6.0,0,0,South Africa
Shahnawaz Dahani ,Pakistan,2,2,7.0,0,48,2,1/24,24.00,6.85,21.0,0,0,Bangladesh
MD Shanaka ,Sri Lanka,12,6,5.5,0,55,2,1/6,27.50,9.42,17.5,0,0,Australia
MD Shanaka ,Sri Lanka,4,3,6.1,0,69,2,2/36,34.50,11.18,18.5,0,0,Bangladesh
MD Shanaka ,Sri Lanka,7,2,3.0,0,30,2,2/20,15.00,10.00,9.0,0,0,New Zealand
MD Shanaka ,Sri Lanka,3,2,3.0,0,28,2,1/10,14.00,9.33,9.0,0,0,West Indies
Shakib Al Hasan ,Bangladesh,1,1,4.0,0,33,2,2/33,16.50,8.25,12.0,0,0,India
Shakib Al Hasan ,Bangladesh,1,1,3.0,0,33,2,2/33,16.50,11.00,9.0,0,0,South Africa
Shakib Al Hasan ,Bangladesh,2,2,7.0,0,48,2,2/17,24.00,6.85,21.0,0,0,Sri Lanka
Shakib Al Hasan ,Bangladesh,4,3,10.0,0,76,2,1/10,38.00,7.60,30.0,0,0,West Indies
HB Shipley ,New Zealand,2,2,7.0,0,68,2,1/25,34.00,9.71,21.0,0,0,Sri Lanka
K Sinclair ,West Indies,3,3,9.0,0,73,2,2/23,36.50,8.11,27.0,0,0,South Africa
K Sinclair ,West Indies,3,3,9.0,0,77,2,1/19,38.50,8.55,27.0,0,0,Sri Lanka
OF Smith ,West Indies,2,2,6.0,0,43,2,1/19,21.50,7.16,18.0,0,0,Australia
Soumya Sarkar ,Bangladesh,3,2,6.0,0,45,2,2/29,22.50,7.50,18.0,0,0,India
B Stanlake ,Australia,1,1,4.0,0,23,2,2/23,11.50,5.75,12.0,0,0,Sri Lanka
MA Starc ,Australia,1,1,4.0,0,34,2,2/34,17.00,8.50,12.0,0,0,India
DW Steyn ,South Africa,1,1,4.0,0,31,2,2/31,15.50,7.75,12.0,0,0,Australia
Tanzim Hasan Sakib ,Bangladesh,2,2,6.0,0,60,2,1/15,30.00,10.00,18.0,0,0,New Zealand
SN Thakur ,India,2,2,8.0,0,82,2,1/39,41.00,10.25,24.0,0,0,Australia
SN Thakur ,India,1,1,4.0,0,33,2,2/33,16.50,8.25,12.0,0,0,West Indies
M Theekshana ,Sri Lanka,3,3,12.0,0,90,2,1/23,45.00,7.50,36.0,0,0,Bangladesh
M Theekshana ,Sri Lanka,4,4,16.0,0,139,2,1/29,69.50,8.68,48.0,0,0,India
O Thomas ,West Indies,3,3,9.0,0,98,2,1/35,49.00,10.88,27.0,0,0,Pakistan
N Thushara ,Sri Lanka,4,4,9.1,0,89,2,1/18,44.50,9.70,27.5,0,0,Australia
BM Tickner ,New Zealand,2,2,8.0,0,75,2,2/25,37.50,9.37,24.0,0,0,England
BM Tickner ,New Zealand,5,5,11.5,0,148,2,1/34,74.00,12.50,35.5,0,0,India
RJW Topley ,England,3,3,12.0,0,104,2,2/29,52.00,8.66,36.0,0,0,South Africa
AJ Tye ,Australia,2,2,8.0,0,78,2,1/31,39.00,9.75,24.0,0,0,India
Umran Malik ,India,2,2,3.1,0,25,2,2/9,12.50,7.89,9.5,0,0,New Zealand
Usama Mir ,Pakistan,3,3,12.0,0,111,2,1/21,55.50,9.25,36.0,0,0,New Zealand
Usman Qadir ,Pakistan,1,1,4.0,0,33,2,2/33,16.50,8.25,12.0,0,0,Australia
Usman Qadir ,Pakistan,2,1,4.0,0,35,2,2/35,17.50,8.75,12.0,0,0,Bangladesh
JDF Vandersay ,Sri Lanka,3,3,11.0,0,85,2,1/25,42.50,7.72,33.0,0,0,South Africa
CV Varun ,India,3,3,11.3,0,61,2,1/18,30.50,5.30,34.5,0,0,Sri Lanka
Wahab Riaz ,Pakistan,1,1,4.0,0,26,2,2/26,13.00,6.50,12.0,0,0,England
Wahab Riaz ,Pakistan,2,2,8.0,0,57,2,1/26,28.50,7.12,24.0,0,0,Sri Lanka
Washington Sundar ,India,3,3,12.0,0,85,2,2/34,42.50,7.08,36.0,0,0,Australia
DJ Willey ,England,2,2,7.0,0,75,2,2/40,37.50,10.71,21.0,0,0,India
UT Yadav ,India,1,1,2.0,0,27,2,2/27,13.50,13.50,6.0,0,0,Australia
A Zampa ,Australia,4,4,15.0,0,112,2,1/22,56.00,7.46,45.0,0,0,Pakistan
Aamer Jamal ,Pakistan,2,2,4.0,0,43,1,1/13,43.00,10.75,24.0,0,0,England
Aamer Jamal ,Pakistan,2,2,8.0,0,97,1,1/42,97.00,12.12,48.0,0,0,New Zealand
SA Abbott ,Australia,1,1,4.0,0,41,1,1/41,41.00,10.25,24.0,0,0,West Indies
Afif Hossain ,Bangladesh,5,4,7.0,0,53,1,1/11,53.00,7.57,42.0,0,0,India
Afif Hossain ,Bangladesh,13,2,4.0,0,27,1,1/18,27.00,6.75,24.0,0,0,New Zealand
Afif Hossain ,Bangladesh,2,1,1.0,0,11,1,1/11,11.00,11.00,6.0,0,0,South Africa
Afif Hossain ,Bangladesh,4,1,1.0,0,10,1,1/10,10.00,10.00,6.0,0,0,West Indies
AC Agar ,Australia,2,2,7.0,0,56,1,1/28,56.00,8.00,42.0,0,0,West Indies
KK Ahmed ,India,2,2,5.0,0,30,1,1/8,30.00,6.00,30.0,0,0,West Indies
Rehan Ahmed ,England,2,2,5.0,0,37,1,1/11,37.00,7.40,30.0,0,0,Bangladesh
MM Ali ,England,6,4,6.2,0,47,1,1/11,47.00,7.42,38.0,0,0,New Zealand
FA Allen ,West Indies,3,2,5.0,0,67,1,1/35,67.00,13.40,30.0,0,0,New Zealand
Al-Amin Hossain ,Bangladesh,3,3,12.0,0,81,1,1/22,81.00,6.75,72.0,0,0,India
Al-Amin Hossain ,Bangladesh,2,2,7.0,0,35,1,1/18,35.00,5.00,42.0,0,0,Pakistan
R Ashwin ,India,4,4,16.0,1,123,1,1/43,123.00,7.68,96.0,0,0,South Africa
R Ashwin ,India,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0,Sri Lanka
Avesh Khan ,India,1,1,4.0,0,43,1,1/43,43.00,10.75,24.0,0,0,England
Avesh Khan ,India,1,1,2.0,0,19,1,1/19,19.00,9.50,12.0,0,0,Pakistan
D Bishoo ,West Indies,2,2,3.3,1,28,1,1/11,28.00,8.00,21.0,0,0,England
TA Boult ,New Zealand,2,2,8.0,0,57,1,1/36,57.00,7.12,48.0,0,0,West Indies
CR Brathwaite ,West Indies,2,1,4.0,0,33,1,1/33,33.00,8.25,24.0,0,0,England
DJ Bravo ,West Indies,1,1,4.0,0,36,1,1/36,36.00,9.00,24.0,0,0,Bangladesh
JJ Bumrah ,India,2,2,6.0,0,73,1,1/23,73.00,12.16,36.0,0,0,Australia
N Burger ,South Africa,1,1,4.0,0,39,1,1/39,39.00,9.75,24.0,0,0,India
Y Cariah ,West Indies,2,2,6.0,0,43,1,1/15,43.00,7.16,36.0,0,0,Australia
YS Chahal ,India,2,2,8.0,0,75,1,1/43,75.00,9.37,48.0,0,0,Pakistan
RD Chahar ,India,1,1,3.0,0,27,1,1/27,27.00,9.00,18.0,0,0,West Indies
MS Chapman ,New Zealand,6,1,2.0,0,9,1,1/9,9.00,4.50,12.0,0,0,Australia
JA Clarkson ,New Zealand,3,1,1.0,0,8,1,1/8,8.00,8.00,6.0,0,0,Australia
SS Cottrell ,West Indies,3,2,8.0,0,69,1,1/30,69.00,8.62,48.0,0,0,New Zealand
SM Curran ,England,3,3,9.0,0,61,1,1/15,61.00,6.77,54.0,0,0,Bangladesh
TK Curran ,England,3,3,11.0,0,81,1,1/23,81.00,7.36,66.0,0,0,Australia
LA Dawson ,England,3,3,9.0,0,65,1,1/32,65.00,7.22,54.0,0,0,Pakistan
C de Grandhomme ,New Zealand,5,2,3.4,0,16,1,1/3,16.00,4.36,22.0,0,0,Bangladesh
C de Grandhomme ,New Zealand,3,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0,India
JL Denly ,England,2,1,2.0,0,14,1,1/14,14.00,7.00,12.0,0,0,West Indies
DM de Silva ,Sri Lanka,1,1,2.1,0,18,1,1/18,18.00,8.30,13.0,0,0,Australia
DM de Silva ,Sri Lanka,9,4,6.0,0,47,1,1/6,47.00,7.83,36.0,0,0,India
DM de Silva ,Sri Lanka,4,2,3.4,0,45,1,1/14,45.00,12.27,22.0,0,0,New Zealand
DM de Silva ,Sri Lanka,2,2,5.0,0,22,1,1/18,22.00,4.40,30.0,0,0,Pakistan
DM de Silva ,Sri Lanka,6,4,9.0,0,63,1,1/28,63.00,7.00,54.0,0,0,South Africa
DC Drakes ,West Indies,1,1,4.0,0,19,1,1/19,19.00,4.75,24.0,0,0,New Zealand
JA Duffy ,New Zealand,3,3,9.0,0,42,1,1/25,42.00,4.66,54.0,0,0,Bangladesh
JA Duffy ,New Zealand,2,2,4.0,0,35,1,1/27,35.00,8.75,24.0,0,0,India
Ebadot Hossain ,Bangladesh,1,1,3.1,0,25,1,1/25,25.00,7.89,19.0,0,0,Pakistan
FH Edwards ,West Indies,2,2,3.5,0,32,1,1/8,32.00,8.34,23.0,0,0,Australia
FH Edwards ,West Indies,2,2,6.0,0,48,1,1/29,48.00,8.00,36.0,0,0,Sri Lanka
LH Ferguson ,New Zealand,1,1,4.0,0,35,1,1/35,35.00,8.75,24.0,0,0,Sri Lanka
AM Fernando ,Sri Lanka,1,1,4.0,0,51,1,1/51,51.00,12.75,24.0,0,0,Bangladesh
N Pradeep ,Sri Lanka,3,3,10.4,0,74,1,1/20,74.00,6.93,64.0,0,0,Australia
BC Fortuin ,South Africa,3,3,5.0,0,75,1,1/42,75.00,15.00,30.0,0,0,West Indies
GHS Garton ,England,1,1,4.0,0,57,1,1/57,57.00,14.25,24.0,0,0,West Indies
CH Gayle ,West Indies,5,2,4.0,0,26,1,1/11,26.00,6.50,24.0,0,0,South Africa
RJ Gleeson ,England,2,2,6.0,0,52,1,1/39,52.00,8.66,36.0,0,0,Pakistan
C Green ,Australia,3,2,6.0,0,60,1,1/46,60.00,10.00,36.0,0,0,India
L Gregory ,England,5,2,4.0,0,29,1,1/10,29.00,7.25,24.0,0,0,New Zealand
L Gregory ,England,4,3,9.0,0,88,1,1/25,88.00,9.77,54.0,0,0,Pakistan
MD Gunathilaka ,Sri Lanka,3,2,4.0,0,19,1,1/8,19.00,4.75,24.0,0,0,West Indies
AM Hardie ,Australia,1,1,4.0,0,36,1,1/36,36.00,9.00,24.0,0,0,West Indies
Haris Rauf ,Pakistan,2,2,6.1,0,67,1,1/35,67.00,10.86,37.0,0,0,Australia
Hasan Mahmud ,Bangladesh,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0,New Zealand
Hasan Mahmud ,Bangladesh,1,1,4.0,0,36,1,1/36,36.00,9.00,24.0,0,0,South Africa
JO Holder ,West Indies,1,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0,Bangladesh
JO Holder ,West Indies,2,2,8.0,0,82,1,1/42,82.00,10.25,48.0,0,0,New Zealand
Iftikhar Ahmed ,Pakistan,6,4,9.0,0,47,1,1/15,47.00,5.22,54.0,0,0,Bangladesh
Iftikhar Ahmed ,Pakistan,4,2,4.0,0,28,1,1/21,28.00,7.00,24.0,0,0,Sri Lanka
Imad Wasim ,Pakistan,4,3,8.0,0,71,1,1/34,71.00,8.87,48.0,0,0,Australia
Imran Tahir ,South Africa,1,1,4.0,0,21,1,1/21,21.00,5.25,24.0,0,0,Sri Lanka
VR Iyer ,India,3,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0,New Zealand
WG Jacks ,England,4,1,1.0,0,5,1,1/5,5.00,5.00,6.0,0,0,New Zealand
KA Jamieson ,New Zealand,4,4,15.0,0,175,1,1/32,175.00,11.66,90.0,0,0,Australia
KA Jamieson ,New Zealand,2,2,6.4,0,65,1,1/22,65.00,9.75,40.0,0,0,Pakistan
M Jansen ,South Africa,1,1,4.0,0,45,1,1/45,45.00,11.25,24.0,0,0,Australia
SH Johnson ,Australia,1,1,2.0,0,10,1,1/10,10.00,5.00,12.0,0,0,New Zealand
CJ Jordan ,England,4,4,7.5,0,67,1,1/21,67.00,8.55,47.0,0,0,Bangladesh
B Kumar ,India,2,2,7.0,0,91,1,1/39,91.00,13.00,42.0,0,0,Australia
CBRLS Kumara ,Sri Lanka,1,1,4.0,0,29,1,1/29,29.00,7.25,24.0,0,0,Bangladesh
CBRLS Kumara ,Sri Lanka,1,1,3.0,0,28,1,1/28,28.00,9.33,18.0,0,0,West Indies
RAS Lakmal ,Sri Lanka,1,1,4.0,0,38,1,1/38,38.00,9.50,24.0,0,0,South Africa
LS Livingstone ,England,1,1,4.0,0,15,1,1/15,15.00,3.75,24.0,0,0,Australia
OC McCoy ,West Indies,3,2,5.0,0,56,1,1/44,56.00,11.20,30.0,0,0,England
