Player,Team,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Opponent
D Madushanka ,Sri Lanka,2,2,8.0,0,60,1,1/26,60.00,7.50,48.0,0,0,Bangladesh
D Madushanka ,Sri Lanka,2,2,4.0,0,63,1,1/45,63.00,15.75,24.0,0,0,New Zealand
KA Maharaj ,South Africa,2,2,7.0,0,63,1,1/23,63.00,9.00,42.0,0,0,Australia
KA Maharaj ,South Africa,2,2,8.0,0,47,1,1/24,47.00,5.87,48.0,0,0,Bangladesh
Mahedi Hasan ,Bangladesh,4,4,16.0,0,87,1,1/17,87.00,5.43,96.0,0,0,Pakistan
Mahedi Hasan ,Bangladesh,1,1,2.3,0,19,1,1/19,19.00,7.60,15.0,0,0,South Africa
Mahmudullah ,Bangladesh,6,3,3.0,0,18,1,1/9,18.00,6.00,18.0,0,0,Australia
Mahmudullah ,Bangladesh,7,5,9.0,0,49,1,1/10,49.00,5.44,54.0,0,0,New Zealand
SL Malinga ,Sri Lanka,2,2,7.0,0,83,1,1/37,83.00,11.85,42.0,0,0,West Indies
AK Markram ,South Africa,4,2,6.0,0,50,1,1/37,50.00,8.33,36.0,0,0,Australia
AK Markram ,South Africa,2,2,3.0,0,23,1,1/5,23.00,7.66,18.0,0,0,England
AK Markram ,South Africa,6,4,6.0,0,58,1,1/29,58.00,9.66,36.0,0,0,India
AK Markram ,South Africa,7,5,10.0,1,109,1,1/21,109.00,10.90,60.0,0,0,West Indies
MR Marsh ,Australia,7,1,1.0,0,3,1,1/3,3.00,3.00,6.0,0,0,South Africa
AD Mathews ,Sri Lanka,5,3,7.0,0,61,1,1/26,61.00,8.71,42.0,0,0,West Indies
GJ Maxwell ,Australia,1,1,2.0,0,6,1,1/6,6.00,3.00,12.0,0,0,Bangladesh
GJ Maxwell ,Australia,8,6,9.0,0,128,1,1/20,128.00,14.22,54.0,0,0,India
GJ Maxwell ,Australia,1,1,4.0,0,24,1,1/24,24.00,6.00,24.0,0,0,South Africa
GJ Maxwell ,Australia,6,3,5.0,0,45,1,1/31,45.00,9.00,30.0,0,0,West Indies
Mehidy Hasan Miraz ,Bangladesh,1,1,2.0,0,12,1,1/12,12.00,6.00,12.0,0,0,Pakistan
RTM Mendis ,Sri Lanka,2,2,4.0,0,22,1,1/13,22.00,5.50,24.0,0,0,India
TS Mills ,England,1,1,3.0,0,35,1,1/35,35.00,11.66,18.0,0,0,India
AF Milne ,New Zealand,3,3,11.0,0,84,1,1/31,84.00,7.63,66.0,0,0,England
DJ Mitchell ,New Zealand,9,2,2.5,0,34,1,1/9,34.00,12.00,17.0,0,0,England
Mohammad Amir ,Pakistan,3,3,7.4,0,66,1,1/32,66.00,8.60,46.0,0,0,Australia
Mohammad Hafeez ,Pakistan,4,1,2.0,0,16,1,1/16,16.00,8.00,12.0,0,0,New Zealand
Mohammad Hasnain ,Pakistan,1,1,4.0,0,38,1,1/38,38.00,9.50,24.0,0,0,India
Mohammad Hasnain ,Pakistan,1,1,2.0,0,25,1,1/25,25.00,12.50,12.0,0,0,South Africa
Mohammad Irfan ,Pakistan,2,2,6.0,0,58,1,1/27,58.00,9.66,36.0,0,0,Australia
Mohammad Saifuddin ,Bangladesh,1,1,3.0,0,38,1,1/38,38.00,12.66,18.0,0,0,Sri Lanka
Mohammad Wasim ,1) ,1,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0,South Africa
Mohammed Shami ,India,1,1,3.0,0,25,1,1/25,25.00,8.33,18.0,0,0,Bangladesh
Mohammed Shami ,India,2,2,7.5,0,68,1,1/25,68.00,8.68,47.0,0,0,Pakistan
Mohammed Shami ,India,1,1,4.0,0,13,1,1/13,13.00,3.25,24.0,0,0,South Africa
Mohammed Siraj ,India,3,3,10.0,1,84,1,1/27,84.00,8.40,60.0,0,0,South Africa
Mohammed Siraj ,India,1,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0,Sri Lanka
R Mondol ,Bangladesh,1,1,2.0,0,26,1,1/26,26.00,13.00,12.0,0,0,India
Mosaddek Hossain ,Bangladesh,2,2,5.0,1,34,1,1/0,34.00,6.80,30.0,0,0,West Indies
PWA Mulder ,South Africa,1,1,1.0,0,11,1,1/11,11.00,11.00,6.0,0,0,Sri Lanka
Naseem Shah ,Pakistan,1,1,3.0,0,19,1,1/19,19.00,6.33,18.0,0,0,South Africa
Naseem Shah ,Pakistan,1,1,4.0,0,40,1,1/40,40.00,10.00,24.0,0,0,Sri Lanka
Nasum Ahmed ,Bangladesh,1,1,2.0,0,22,1,1/22,22.00,11.00,12.0,0,0,South Africa
T Natarajan ,India,1,1,4.0,0,39,1,1/39,39.00,9.75,24.0,0,0,England
JDS Neesham ,New Zealand,5,2,2.0,0,19,1,1/7,19.00,9.50,12.0,0,0,Bangladesh
JDS Neesham ,New Zealand,6,3,3.3,0,55,1,1/12,55.00,15.71,21.0,0,0,West Indies
L Ngidi ,South Africa,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0,Pakistan
KH Pandya ,India,1,1,2.0,0,16,1,1/16,16.00,8.00,12.0,0,0,Sri Lanka
MW Parkinson ,England,2,2,6.0,0,65,1,1/44,65.00,10.83,36.0,0,0,India
MW Parkinson ,England,2,2,8.0,0,72,1,1/25,72.00,9.00,48.0,0,0,Pakistan
WD Parnell ,South Africa,1,1,4.0,0,31,1,1/31,31.00,7.75,24.0,0,0,Pakistan
HV Patel ,India,3,3,8.0,0,99,1,1/18,99.00,12.37,48.0,0,0,Australia
AL Phehlukwayo ,South Africa,1,1,4.0,0,35,1,1/35,35.00,8.75,24.0,0,0,Australia
AL Phehlukwayo ,South Africa,4,4,13.0,0,110,1,1/20,110.00,8.46,78.0,0,0,India
KA Pollard ,West Indies,6,4,9.0,0,69,1,1/24,69.00,7.66,54.0,0,0,South Africa
R Powell ,West Indies,3,1,2.0,0,27,1,1/27,27.00,13.50,12.0,0,0,South Africa
D Pretorius ,South Africa,1,1,3.0,0,11,1,1/11,11.00,3.66,18.0,0,0,Bangladesh
K Rabada ,South Africa,1,1,4.0,0,44,1,1/44,44.00,11.00,24.0,0,0,Pakistan
Rakibul Hasan ,Bangladesh,1,1,2.0,0,12,1,1/12,12.00,6.00,12.0,0,0,Pakistan
R Rampaul ,West Indies,1,1,4.0,0,25,1,1/25,25.00,6.25,24.0,0,0,Bangladesh
R Rampaul ,West Indies,1,1,2.0,0,14,1,1/14,14.00,7.00,12.0,0,0,England
R Ravindra ,New Zealand,1,1,2.0,0,17,1,1/17,17.00,8.50,12.0,0,0,England
R Ravindra ,New Zealand,3,2,5.0,0,51,1,1/24,51.00,10.20,30.0,0,0,Sri Lanka
Ravi Bishnoi ,India,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0,Bangladesh
Ravi Bishnoi ,India,1,1,4.0,0,26,1,1/26,26.00,6.50,24.0,0,0,Pakistan
Ravi Bishnoi ,India,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0,Sri Lanka
RA Reifer ,West Indies,2,2,5.0,0,60,1,1/42,60.00,12.00,30.0,0,0,South Africa
KW Richardson ,Australia,1,1,3.0,0,34,1,1/34,34.00,11.33,18.0,0,0,India
Rishad Hossain ,Bangladesh,3,3,8.0,0,53,1,1/24,53.00,6.62,48.0,0,0,New Zealand
Rishad Hossain ,Bangladesh,2,2,7.0,0,53,1,1/32,53.00,7.57,42.0,0,0,Sri Lanka
AD Russell ,West Indies,1,1,4.0,0,29,1,1/29,29.00,7.25,24.0,0,0,Bangladesh
Shahbaz Ahmed ,India,1,1,2.0,0,13,1,1/13,13.00,6.50,12.0,0,0,Bangladesh
NA Saini ,India,2,2,6.0,0,59,1,1/34,59.00,9.83,36.0,0,0,South Africa
C Sakariya ,India,2,1,3.4,0,34,1,1/34,34.00,9.27,22.0,0,0,Sri Lanka
DR Sams ,Australia,1,1,4.0,0,42,1,1/42,42.00,10.50,24.0,0,0,England
PADLR Sandakan ,Sri Lanka,3,3,12.0,0,99,1,1/41,99.00,8.25,72.0,0,0,Australia
PADLR Sandakan ,Sri Lanka,2,2,8.0,0,49,1,1/33,49.00,6.12,48.0,0,0,New Zealand
Shohidul Islam ,Bangladesh,1,1,3.5,0,33,1,1/33,33.00,8.60,23.0,0,0,Pakistan
Shahnawaz Dahani ,Pakistan,2,2,5.0,0,43,1,1/22,43.00,8.60,30.0,0,0,New Zealand
Shahnawaz Dahani ,Pakistan,1,1,4.0,0,23,1,1/23,23.00,5.75,24.0,0,0,West Indies
MD Shanaka ,Sri Lanka,4,4,4.0,0,33,1,1/6,33.00,8.25,24.0,0,0,South Africa
Shakib Al Hasan ,Bangladesh,2,2,7.0,0,63,1,1/35,63.00,9.00,42.0,0,0,Pakistan
R Shepherd ,West Indies,4,3,8.0,0,79,1,1/26,79.00,9.87,48.0,0,0,New Zealand
R Shepherd ,West Indies,3,3,9.5,0,108,1,1/20,108.00,10.98,59.0,0,0,South Africa
Shoriful Islam ,Bangladesh,1,1,3.1,0,26,1,1/26,26.00,8.21,19.0,0,0,England
Shoriful Islam ,Bangladesh,3,3,9.5,0,71,1,1/31,71.00,7.22,59.0,0,0,Pakistan
Shoriful Islam ,Bangladesh,2,2,8.0,1,67,1,1/47,67.00,8.37,48.0,0,0,Sri Lanka
MW Short ,Australia,4,2,2.0,0,23,1,1/13,23.00,11.50,12.0,0,0,India
MW Short ,Australia,2,1,2.0,0,33,1,1/33,33.00,16.50,12.0,0,0,New Zealand
L Sipamla ,South Africa,3,3,9.0,0,89,1,1/37,89.00,9.88,54.0,0,0,Pakistan
OF Smith ,West Indies,3,2,5.0,0,45,1,1/41,45.00,9.00,30.0,0,0,England
Soumya Sarkar ,Bangladesh,4,2,3.3,0,28,1,1/6,28.00,8.00,21.0,0,0,Pakistan
Soumya Sarkar ,Bangladesh,2,2,2.0,0,13,1,1/5,13.00,6.50,12.0,0,0,Sri Lanka
MA Starc ,Australia,4,4,14.0,0,150,1,1/39,150.00,10.71,84.0,0,0,New Zealand
DW Steyn ,South Africa,2,2,8.0,0,76,1,1/33,76.00,9.50,48.0,0,0,England
MP Stoinis ,Australia,4,2,6.0,0,63,1,1/27,63.00,10.50,36.0,0,0,India
MP Stoinis ,Australia,7,4,8.0,0,78,1,1/17,78.00,9.75,48.0,0,0,New Zealand
BA Stokes ,England,3,2,4.0,0,28,1,1/10,28.00,7.00,24.0,0,0,Australia
BA Stokes ,England,1,1,1.0,0,10,1,1/10,10.00,10.00,6.0,0,0,New Zealand
BA Stokes ,England,1,1,4.0,0,32,1,1/32,32.00,8.00,24.0,0,0,Pakistan
BA Stokes ,England,1,1,3.0,0,24,1,1/24,24.00,8.00,18.0,0,0,Sri Lanka
Sufiyan Muqeem ,Pakistan,1,1,2.0,0,32,1,1/32,32.00,16.00,12.0,0,0,Bangladesh
MJ Swepson ,Australia,1,1,3.0,0,41,1,1/41,41.00,13.66,18.0,0,0,West Indies
Tanvir Islam ,Bangladesh,1,1,2.0,0,17,1,1/17,17.00,8.50,12.0,0,0,England
Taskin Ahmed ,Bangladesh,1,1,3.2,0,36,1,1/36,36.00,10.80,20.0,0,0,Australia
M Theekshana ,Sri Lanka,4,4,16.0,0,124,1,1/35,124.00,7.75,96.0,0,0,South Africa
O Thomas ,West Indies,2,2,4.0,0,59,1,1/31,59.00,14.75,24.0,0,0,Australia
NT Tilak Varma ,India,1,1,2.0,0,5,1,1/5,5.00,2.50,12.0,0,0,Bangladesh
NT Tilak Varma ,India,5,1,2.0,0,17,1,1/17,17.00,8.50,12.0,0,0,West Indies
AJ Turner ,Australia,5,3,7.0,0,40,1,1/16,40.00,5.71,42.0,0,0,Bangladesh
I Udana ,Sri Lanka,3,2,6.3,0,56,1,1/18,56.00,8.61,39.0,0,0,New Zealand
I Udana ,Sri Lanka,3,3,11.0,0,107,1,1/39,107.00,9.72,66.0,0,0,South Africa
I Udana ,Sri Lanka,1,1,3.0,0,41,1,1/41,41.00,13.66,18.0,0,0,West Indies
Umran Malik ,India,1,1,4.0,0,56,1,1/56,56.00,14.00,24.0,0,0,England
Usman Qadir ,Pakistan,1,1,4.0,0,34,1,1/34,34.00,8.50,24.0,0,0,Sri Lanka
Usman Qadir ,Pakistan,4,2,2.0,0,17,1,1/6,17.00,8.50,12.0,0,0,West Indies
JDF Vandersay ,Sri Lanka,2,2,8.0,0,75,1,1/32,75.00,9.37,48.0,0,0,Australia
HR Walsh ,West Indies,4,3,10.0,0,100,1,1/16,100.00,10.00,60.0,0,0,New Zealand
HR Walsh ,West Indies,6,3,10.0,0,85,1,1/30,85.00,8.50,60.0,0,0,Pakistan
DJ Willey ,England,2,2,3.5,0,33,1,1/21,33.00,8.60,23.0,0,0,Australia
CR Woakes ,England,4,4,8.0,0,52,1,1/12,52.00,6.50,48.0,0,0,Bangladesh
CR Woakes ,England,1,1,3.0,0,24,1,1/24,24.00,8.00,18.0,0,0,India
MA Wood ,England,1,1,2.0,0,24,1,1/24,24.00,12.00,12.0,0,0,Bangladesh
MA Wood ,England,2,2,7.0,0,59,1,1/25,59.00,8.42,42.0,0,0,New Zealand
UT Yadav ,India,1,1,3.0,0,34,1,1/34,34.00,11.33,18.0,0,0,South Africa
Afif Hossain ,Bangladesh,3,1,1.0,0,7,1,-,12,7.00,-,0,0,England
Afif Hossain ,Bangladesh,9,4,4.0,0,43,1,-,13,10.75,-,0,0,Pakistan
Afif Hossain ,Bangladesh,2,1,1.0,0,15,1,-,14,15.00,-,0,0,Sri Lanka
MM Ali ,England,7,4,4.0,0,33,1,-,15,8.25,-,0,0,Australia
Arafat Minhas ,Pakistan,1,1,1.0,0,15,1,-,16,15.00,-,0,0,Bangladesh
KIC Asalanka ,Sri Lanka,10,1,3.0,0,7,1,-,17,2.33,-,0,0,Australia
KIC Asalanka ,Sri Lanka,4,1,1.0,0,14,1,-,18,14.00,-,0,0,Bangladesh
KIC Asalanka ,Sri Lanka,2,1,1.0,0,8,1,-,19,8.00,-,0,0,England
R Ashwin ,India,1,1,2.0,0,19,1,-,20,9.50,-,0,0,Bangladesh
R Ashwin ,India,1,1,2.0,0,27,1,-,21,13.50,-,0,0,England
R Ashwin ,India,1,1,3.0,0,23,1,-,22,7.66,-,0,0,Pakistan
TD Astle ,New Zealand,1,1,3.0,0,34,1,-,23,11.33,-,0,0,India
AAP Atkinson ,England,1,1,2.0,0,33,1,-,24,16.50,-,0,0,West Indies
KNA Bandara ,Sri Lanka,3,1,1.0,0,2,1,-,25,2.00,-,0,0,West Indies
HK Bennett ,New Zealand,2,2,2.5,0,50,1,-,26,17.64,-,0,0,West Indies
DAJ Bracewell ,New Zealand,2,2,4.0,0,33,1,-,27,8.25,-,0,0,Bangladesh
CR Brathwaite ,West Indies,3,3,6.1,0,59,1,-,28,9.56,-,0,0,India
JJ Bumrah ,India,1,1,3.0,0,22,1,-,29,7.33,-,0,0,Pakistan
JD Campbell ,West Indies,1,1,1.0,0,1,1,-,30,1.00,-,0,0,England
PVD Chameera ,Sri Lanka,1,1,4.0,0,41,1,-,31,10.25,-,0,0,Bangladesh
MS Chapman ,New Zealand,8,1,1.0,0,9,1,-,32,9.00,-,0,0,Bangladesh
MS Chapman ,New Zealand,7,1,1.0,0,4,1,-,33,4.00,-,0,0,India
RL Chase ,West Indies,2,1,4.0,0,43,1,-,34,10.75,-,0,0,South Africa
RL Chase ,West Indies,1,1,1.0,0,6,1,-,35,6.00,-,0,0,Sri Lanka
DT Christian ,Australia,4,3,5.0,0,55,1,-,36,11.00,-,0,0,West Indies
PJ Cummins ,Australia,1,1,3.0,0,18,1,-,37,6.00,-,0,0,Bangladesh
TK Curran ,England,1,1,2.0,0,26,1,-,38,13.00,-,0,0,India
TK Curran ,England,2,2,2.0,0,9,1,-,39,4.50,-,0,0,West Indies
CJ Dala ,South Africa,1,1,2.0,0,25,1,-,40,12.50,-,0,0,Pakistan
A Dananjaya ,Sri Lanka,1,1,2.0,0,19,1,-,41,9.50,-,0,0,Bangladesh
A Dananjaya ,Sri Lanka,2,2,5.1,0,53,1,-,42,10.25,-,0,0,England
LA Dawson ,England,2,2,5.0,0,25,1,-,43,5.00,-,0,0,West Indies
C de Grandhomme ,New Zealand,3,2,4.0,0,41,1,-,12,10.25,-,0,0,Sri Lanka
JL Denly ,England,1,1,1.0,0,8,1,-,13,8.00,-,0,0,Australia
JL Denly ,England,1,1,1.0,0,15,1,-,14,15.00,-,0,0,Pakistan
DC Drakes ,West Indies,1,1,1.0,0,6,1,-,15,6.00,-,0,0,Bangladesh
DC Drakes ,West Indies,1,1,2.0,0,26,1,-,16,13.00,-,0,0,England
S Dube ,India,3,3,6.0,0,63,1,-,17,10.50,-,0,0,West Indies
JP Duminy ,South Africa,3,1,1.0,0,18,1,-,18,18.00,-,0,0,Sri Lanka
BJ Dwarshuis ,Australia,1,1,3.0,0,42,1,-,19,14.00,-,0,0,Pakistan
Faheem Ashraf ,Pakistan,1,1,3.2,0,43,1,-,20,12.90,-,0,0,England
Faheem Ashraf ,Pakistan,1,1,3.0,0,31,1,-,21,10.33,-,0,0,Sri Lanka
AM Fernando ,Sri Lanka,1,1,2.0,0,28,1,-,22,14.00,-,0,0,India
N Pradeep ,Sri Lanka,1,1,2.0,0,23,1,-,23,11.50,-,0,0,England
N Pradeep ,Sri Lanka,1,1,0.1,0,6,1,-,24,36.00,-,0,0,West Indies
B Fernando ,Sri Lanka,2,2,8.0,0,82,1,-,25,10.25,-,0,0,India
MW Forde ,West Indies,1,1,3.0,0,54,1,-,26,18.00,-,0,0,England
BC Fortuin ,South Africa,2,2,3.0,0,29,1,-,27,9.66,-,0,0,England
CH Gayle ,West Indies,4,1,1.0,0,11,1,-,28,11.00,-,0,0,Pakistan
C Green ,Australia,1,1,3.0,0,38,1,-,29,12.66,-,0,0,England
CJ Green ,Australia,1,1,4.0,0,36,1,-,30,9.00,-,0,0,India
MD Gunathilaka ,Sri Lanka,9,1,0.5,0,8,1,-,31,9.60,-,0,0,Australia
MD Gunathilaka ,Sri Lanka,1,1,1.0,0,7,1,-,32,7.00,-,0,0,New Zealand
MD Gunathilaka ,Sri Lanka,5,1,1.0,0,15,1,-,33,15.00,-,0,0,Pakistan
AM Hardie ,Australia,2,2,4.0,0,34,1,-,34,8.50,-,0,0,South Africa
Hasan Ali ,Pakistan,2,2,7.0,0,74,1,-,35,10.57,-,0,0,Australia
Hasan Ali ,Pakistan,1,1,3.0,0,26,1,-,36,8.66,-,0,0,New Zealand
Hasan Ali ,Pakistan,1,1,3.0,0,25,1,-,37,8.33,-,0,0,Sri Lanka
Hasan Murad ,Bangladesh,1,1,2.0,0,16,1,-,38,8.00,-,0,0,India
JR Hazlewood ,Australia,1,1,4.0,0,49,1,-,39,12.25,-,0,0,Pakistan
TM Head ,Australia,1,1,2.0,0,17,1,-,13,8.50,-,0,0,Pakistan
RR Hendricks ,South Africa,8,1,1.0,0,21,1,-,14,21.00,-,0,0,West Indies
MC Henriques ,Australia,5,1,1.0,0,5,1,-,15,5.00,-,0,0,Bangladesh
MJ Henry ,New Zealand,1,1,4.0,0,33,1,-,16,8.25,-,0,0,Sri Lanka
DJ Hooda ,India,7,1,3.0,0,24,1,-,17,8.00,-,0,0,Sri Lanka
DJ Hooda ,India,3,2,2.0,0,5,1,-,18,2.50,-,0,0,West Indies
AJ Hosein ,West Indies,1,1,2.0,0,22,1,-,19,11.00,-,0,0,Sri Lanka
Iftikhar Ahmed ,Pakistan,3,1,1.2,0,14,1,-,20,10.50,-,0,0,South Africa
Iftikhar Ahmed ,Pakistan,3,1,1.0,0,15,1,-,21,15.00,-,0,0,West Indies
Ihsanullah ,Pakistan,1,1,4.0,0,39,1,-,22,9.75,-,0,0,New Zealand
Imad Wasim ,Pakistan,2,2,5.0,0,31,1,-,23,6.20,-,0,0,Bangladesh
Imad Wasim ,Pakistan,1,1,2.0,0,10,1,-,24,5.00,-,0,0,India
SS Iyer ,India,8,1,0.2,0,2,1,-,25,6.00,-,0,0,South Africa
WG Jacks ,England,5,1,1.0,0,14,1,-,26,14.00,-,0,0,West Indies
RA Jadeja ,India,2,2,6.0,0,67,1,-,27,11.16,-,0,0,England
RA Jadeja ,India,2,2,6.0,0,39,1,-,28,6.50,-,0,0,Pakistan
YBK Jaiswal ,India,3,1,1.0,0,11,1,-,29,11.00,-,0,0,West Indies
GSNFG Jayasuriya ,Sri Lanka,1,1,2.0,0,24,1,-,30,12.00,-,0,0,Australia
GSNFG Jayasuriya ,Sri Lanka,2,2,3.0,0,32,1,-,31,10.66,-,0,0,New Zealand
GSNFG Jayasuriya ,Sri Lanka,2,1,1.0,0,11,1,-,32,11.00,-,0,0,West Indies
P Jayawickrama ,Sri Lanka,2,2,4.0,0,34,1,-,33,8.50,-,0,0,India
P Jayawickrama ,Sri Lanka,1,1,1.1,0,12,1,-,34,10.28,-,0,0,South Africa
AS Joseph ,West Indies,1,1,4.0,0,35,1,-,35,8.75,-,0,0,New Zealand
C Karunaratne ,Sri Lanka,2,1,2.0,0,17,1,-,36,8.50,-,0,0,England
C Karunaratne ,Sri Lanka,2,2,6.0,0,70,1,-,37,11.66,-,0,0,New Zealand
C Karunaratne ,Sri Lanka,4,3,6.4,0,60,1,-,38,9.00,-,0,0,South Africa
Khushdil Shah ,Pakistan,2,1,1.0,0,9,1,-,39,9.00,-,0,0,Australia
Khushdil Shah ,Pakistan,2,1,1.0,0,6,1,-,40,6.00,-,0,0,South Africa
H Klaasen ,South Africa,5,1,1.0,0,14,1,-,41,14.00,-,0,0,England
SC Kuggeleijn ,New Zealand,2,2,4.0,0,55,1,-,42,13.75,-,0,0,England
B Kumar ,India,1,1,3.0,0,27,1,-,43,9.00,-,0,0,Bangladesh
CBRLS Kumara ,Sri Lanka,1,1,3.5,0,35,1,-,44,9.13,-,0,0,South Africa
BG Lister ,New Zealand,1,1,4.0,0,42,1,-,45,10.50,-,0,0,India
LS Livingstone ,England,4,4,8.0,0,95,1,-,46,11.87,-,0,0,India
LS Livingstone ,England,4,3,6.0,0,61,1,-,47,10.16,-,0,0,Pakistan
D Madushanka ,Sri Lanka,2,2,7.0,0,59,1,-,48,8.42,-,0,0,Pakistan
LD Madushanka ,Sri Lanka,1,1,4.0,0,36,1,-,49,9.00,-,0,0,Pakistan
Mahedi Hasan ,Bangladesh,1,1,2.0,0,21,1,-,50,10.50,-,0,0,England
S Mahmood ,England,3,3,9.0,0,96,1,-,51,10.66,-,0,0,West Indies
Mahmudullah ,Bangladesh,3,1,1.0,0,10,1,-,52,10.00,-,0,0,India
Mahmudullah ,Bangladesh,4,1,2.0,0,21,1,-,53,10.50,-,0,0,Sri Lanka
Mahmudullah ,Bangladesh,4,1,0.2,0,7,1,-,54,21.00,-,0,0,West Indies
Mahmudul Hasan Joy ,Bangladesh,1,1,0.2,0,5,1,-,55,15.00,-,0,0,India
SL Malinga ,Sri Lanka,3,2,8.0,0,81,1,-,56,10.12,-,0,0,India
MR Marsh ,Australia,6,2,2.0,0,21,1,-,57,10.50,-,0,0,Bangladesh
MR Marsh ,Australia,1,1,1.0,0,11,1,-,58,11.00,-,0,0,Pakistan
MR Marsh ,Australia,4,3,4.0,0,42,1,-,59,10.50,-,0,0,Sri Lanka
AD Mathews ,Sri Lanka,1,1,3.0,0,38,1,-,60,12.66,-,0,0,India
GJ Maxwell ,Australia,1,1,3.0,0,20,1,-,61,6.66,-,0,0,Pakistan
KR Mayers ,West Indies,3,2,3.0,0,30,1,-,62,10.00,-,0,0,Australia
KR Mayers ,West Indies,3,1,2.0,0,14,1,-,63,7.00,-,0,0,Bangladesh
KR Mayers ,West Indies,6,1,1.0,0,7,1,-,64,7.00,-,0,0,England
KR Mayers ,West Indies,12,2,2.0,0,16,1,-,65,8.00,-,0,0,India
KR Mayers ,West Indies,4,3,4.0,0,35,1,-,66,8.75,-,0,0,New Zealand
CE McConchie ,New Zealand,2,1,1.0,0,9,1,-,67,9.00,-,0,0,Pakistan
Mehidy Hasan Miraz ,Bangladesh,1,1,2.0,0,12,1,-,68,6.00,-,0,0,New Zealand
Mehidy Hasan Miraz ,Bangladesh,1,1,3.0,0,32,1,-,69,10.66,-,0,0,South Africa
Mehidy Hasan Miraz ,Bangladesh,1,1,1.0,0,11,1,-,70,11.00,-,0,0,Sri Lanka
PHKD Mendis ,Sri Lanka,4,3,5.0,0,43,1,-,71,8.60,-,0,0,South Africa
TS Mills ,England,1,1,1.3,0,19,1,-,72,12.66,-,0,0,Sri Lanka
DJ Mitchell ,New Zealand,6,1,2.0,0,21,1,-,73,10.50,-,0,0,Bangladesh
Mohammad Amir ,Pakistan,2,2,4.1,0,39,1,-,74,9.36,-,0,0,England
Mohammad Hafeez ,Pakistan,1,1,1.0,0,13,1,-,75,13.00,-,0,0,Australia
Mohammad Hafeez ,Pakistan,1,1,2.0,0,12,1,-,76,6.00,-,0,0,India
Mohammad Hasnain ,Pakistan,1,1,4.0,0,32,1,-,77,8.00,-,0,0,Australia
Mohammad Hasnain ,Pakistan,1,1,4.0,0,29,1,-,78,7.25,-,0,0,New Zealand
Mohammad Hasnain ,Pakistan,1,1,4.0,0,49,1,-,79,12.25,-,0,0,West Indies
Mohammad Nawaz ,Pakistan,2,2,5.0,0,24,1,-,80,4.80,-,0,0,Sri Lanka
Mohammad Saifuddin ,Bangladesh,1,1,3.5,0,53,1,-,81,13.82,-,0,0,Pakistan
Mohammed Shami ,India,1,1,4.0,0,46,1,-,82,11.50,-,0,0,Australia
Mohammed Shami ,India,1,1,3.0,0,39,1,-,83,13.00,-,0,0,England
R Mondol ,Bangladesh,1,1,2.0,0,20,1,-,84,10.00,-,0,0,Pakistan
Mosaddek Hossain ,Bangladesh,3,2,2.0,0,29,1,-,85,14.50,-,0,0,India
Mosaddek Hossain ,Bangladesh,3,2,3.0,0,31,1,-,86,10.33,-,0,0,New Zealand
Mosaddek Hossain ,Bangladesh,2,1,2.0,0,17,1,-,87,8.50,-,0,0,Pakistan
Mosaddek Hossain ,Bangladesh,1,1,2.0,0,16,1,-,88,8.00,-,0,0,South Africa
G Motie ,West Indies,1,1,4.0,0,29,1,-,89,7.25,-,0,0,Pakistan
Mrittunjoy Chowdhury ,Bangladesh,1,1,1.0,0,14,1,-,90,14.00,-,0,0,India
Muhammad Musa ,Pakistan,1,1,3.5,0,39,1,-,91,10.17,-,0,0,Australia
PWA Mulder ,South Africa,1,1,2.0,0,14,1,-,92,7.00,-,0,0,Pakistan
